年月日時,気温(℃),風速(m/s),現地気圧(hPa),ρ(密度),V,P_wt,P_wt(STP)
2017/1/2 19:00,9.4,1.8,1020.1,1.257956256,2.375114239,0,0
2017/1/2 20:00,8.9,2.1,1020,1.260062744,2.770966613,0,0
2017/1/2 21:00,7.7,1.3,1019.8,1.265198542,1.715360284,0,0
2017/1/2 22:00,8,1.8,1019.7,1.263724586,2.375114239,0,0
2017/1/2 23:00,6.9,1.3,1019.8,1.268812749,1.715360284,0,0
2017/1/3 0:00,6.9,1.3,1019.6,1.268563914,1.715360284,0,0
2017/1/3 1:00,6.5,1.4,1019.2,1.269880033,1.847311075,0,0
2017/1/3 2:00,7.1,1.5,1019.3,1.267285618,1.979261866,0,0
2017/1/3 3:00,6.7,1.5,1019.5,1.26934601,1.979261866,0,0
2017/1/3 4:00,7.2,1.3,1019.7,1.26733072,1.715360284,0,0
2017/1/3 5:00,7.2,1.5,1019.8,1.267455004,1.979261866,0,0
2017/1/3 6:00,7.2,1.8,1020.2,1.267952143,2.375114239,0,0
2017/1/3 7:00,6.3,1,1020.7,1.272659149,1.319507911,0,0
2017/1/3 8:00,6,1.3,1021.1,1.274526141,1.715360284,0,0
2017/1/3 9:00,7.3,1.2,1021.2,1.268742433,1.583409493,0,0
2017/1/3 10:00,10,1.3,1021.8,1.25738257,1.715360284,0,0
2017/1/3 11:00,12.1,0.5,1021.6,1.247881466,0.659753955,0,0
2017/1/3 12:00,13,3.3,1021,1.243226032,4.354376106,1.08448807,1.06858918
2017/1/3 13:00,13.9,4.8,1020.4,1.23859979,6.333637972,3.596831132,3.55733803
2017/1/3 14:00,14.5,3.4,1020.1,1.235652842,4.486326897,1.251977607,1.241184026
2017/1/3 15:00,13.6,3.6,1020.1,1.23953109,4.750228479,1.586956682,1.568352703
2017/1/3 16:00,13,3.2,1020.2,1.242251907,4.222425314,0.916998533,0.904263617
2017/1/3 17:00,11.3,2.2,1020.2,1.249676158,2.902917404,0,0
2017/1/3 18:00,9.3,0.9,1020.5,1.258895071,1.18755712,0,0
2017/1/3 19:00,9.1,1.5,1021,1.260404354,1.979261866,0,0
2017/1/3 20:00,7.7,1.4,1021,1.266687303,1.847311075,0,0
2017/1/3 21:00,8.2,1.2,1020.9,1.264312371,1.583409493,0,0
2017/1/3 22:00,6.6,1.4,1021,1.271668021,1.847311075,0,0
2017/1/3 23:00,6,1,1021,1.274401322,1.319507911,0,0
2017/1/4 0:00,6.7,1.9,1020.6,1.270715584,2.50706503,0,0
2017/1/4 1:00,6.4,2.7,1020.2,1.271580695,3.562671359,0.079550845,0.076636729
2017/1/4 2:00,6.5,1.4,1020.4,1.271375182,1.847311075,0,0
2017/1/4 3:00,6.5,1.1,1020.4,1.271375182,1.451458702,0,0
2017/1/4 4:00,6.4,2.5,1020.4,1.271829976,3.298769777,0,0
2017/1/4 5:00,6.2,1.9,1020.2,1.27249108,2.50706503,0,0
2017/1/4 6:00,5.9,1.9,1020.2,1.273859105,2.50706503,0,0
2017/1/4 7:00,6.3,1.8,1020.6,1.272534464,2.375114239,0,0
2017/1/4 8:00,6.2,1.6,1021.3,1.273863106,2.111212657,0,0
2017/1/4 9:00,7.6,1.9,1021.4,1.267634913,2.50706503,0,0
2017/1/4 10:00,10.6,2.1,1021.8,1.254723787,2.770966613,0,0
2017/1/4 11:00,12.7,1.7,1020.9,1.244408906,2.243163448,0,0
2017/1/4 12:00,14.1,2.1,1020,1.237252208,2.770966613,0,0
2017/1/4 13:00,15.3,2.3,1019.3,1.231259471,3.034868195,0,0
2017/1/4 14:00,15.1,2.9,1018.6,1.231267622,3.826572941,0.41452992,0.412419805
2017/1/4 15:00,15,4,1018.9,1.232057684,5.278031643,2.256914832,2.243986386
2017/1/4 16:00,13.6,5.1,1019,1.238194472,6.729490345,4.099299745,4.055616707
2017/1/4 17:00,12.4,4.7,1019.1,1.243519902,6.201687181,3.429341595,3.378267969
2017/1/4 18:00,11.9,3.2,1019.1,1.245701133,4.222425314,0.916998533,0.901759798
2017/1/4 19:00,10.7,1.7,1019.6,1.251581201,2.243163448,0,0
2017/1/4 20:00,10.1,1.7,1019.9,1.254601425,2.243163448,0,0
2017/1/4 21:00,9.8,1.3,1020.4,1.256547339,1.715360284,0,0
2017/1/4 22:00,9.2,1.2,1020.7,1.259587743,1.583409493,0,0
2017/1/4 23:00,8.1,1.1,1020.5,1.264266357,1.451458702,0,0
2017/1/5 0:00,7.6,0.9,1020.4,1.266393837,1.18755712,0,0
2017/1/5 1:00,7.6,1.1,1020.3,1.266269729,1.451458702,0,0
2017/1/5 2:00,7.1,0.9,1020.7,1.269026224,1.18755712,0,0
2017/1/5 3:00,7.4,1.3,1020.4,1.26729663,1.715360284,0,0
2017/1/5 4:00,6.9,0.9,1020.4,1.269559256,1.18755712,0,0
2017/1/5 5:00,6,0.8,1020.3,1.273527589,1.055606329,0,0
2017/1/5 6:00,6.6,0.9,1020.4,1.270920714,1.18755712,0,0
2017/1/5 7:00,6.5,0.9,1020.8,1.271873565,1.18755712,0,0
2017/1/5 8:00,7.7,0.9,1021.3,1.267059493,1.18755712,0,0
2017/1/5 9:00,8.8,0.8,1021.4,1.262239765,1.055606329,0,0
2017/1/5 10:00,10.4,0.9,1021.9,1.25573168,1.18755712,0,0
2017/1/5 11:00,12.2,2.8,1021.7,1.247566257,3.69462215,0.247040383,0.242571861
2017/1/5 12:00,11.7,3.2,1021.8,1.249878443,4.222425314,0.916998533,0.898745961
2017/1/5 13:00,11.8,4.3,1021.6,1.249195256,5.673884016,2.759383445,2.705937846
2017/1/5 14:00,12,3.3,1021.5,1.248196896,4.354376106,1.08448807,1.064333592
2017/1/5 15:00,11.6,3.8,1021.8,1.250317382,5.014130061,1.921935757,1.883018933
2017/1/5 16:00,11.8,1.6,1022.1,1.249806647,2.111212657,0,0
2017/1/5 17:00,11.4,3.3,1022.5,1.252053337,4.354376106,1.08448807,1.061055345
2017/1/5 18:00,11,3.7,1023.5,1.255042087,4.88217927,1.75444622,1.712449838
2017/1/5 19:00,10.7,4.8,1024.1,1.257105049,6.333637972,3.596831132,3.504972109
2017/1/5 20:00,10.1,4.2,1024.1,1.259767937,5.541933225,2.591893907,2.520361046
2017/1/5 21:00,9.6,6.6,1024.4,1.262365333,8.708752211,6.611642807,6.415941745
2017/1/5 22:00,9.2,5.3,1024.1,1.26378349,6.993391927,4.434278819,4.29819791
2017/1/5 23:00,8.9,3,1024.1,1.265127702,3.958523732,0.582019458,0.563558789
2017/1/6 0:00,8.8,4,1024,1.265452829,5.278031643,2.256914832,2.184767861
2017/1/6 1:00,8.6,3.3,1023.5,1.265732774,4.354376106,1.08448807,1.049587964
2017/1/6 2:00,8.5,2.2,1023.9,1.266677017,2.902917404,0,0
2017/1/6 3:00,8.4,3,1023.8,1.267003156,3.958523732,0.582019458,0.562724593
2017/1/6 4:00,8.3,3.6,1023.6,1.267205728,4.750228479,1.586956682,1.534101285
2017/1/6 5:00,8.2,3.8,1023.4,1.267408444,5.014130061,1.921935757,1.857626334
2017/1/6 6:00,8,4.1,1023.3,1.268186102,5.409982434,2.42440437,2.341845055
2017/1/6 7:00,7.9,3.9,1023.9,1.269381184,5.146080852,2.089425295,2.016373031
2017/1/6 8:00,7.9,1.8,1024.3,1.269877085,2.375114239,0,0
2017/1/6 9:00,8.1,2.5,1024.4,1.269097948,3.298769777,0,0
2017/1/6 10:00,9.5,2.2,1024.8,1.263305044,2.902917404,0,0
2017/1/6 11:00,10.1,3.4,1024.2,1.25989095,4.486326897,1.251977607,1.217305807
2017/1/6 12:00,10.5,2.3,1022.7,1.256271685,3.034868195,0,0
2017/1/6 13:00,11.8,2.7,1021.7,1.249317534,3.562671359,0.079550845,0.078002415
2017/1/6 14:00,12.9,4.4,1021,1.24366065,5.805834807,2.926872982,2.882956378
2017/1/6 15:00,11.8,5.9,1021.1,1.248583864,7.785096674,5.439216044,5.336477465
2017/1/6 16:00,11.4,6,1021.3,1.250583934,7.917047465,5.606705582,5.492005893
2017/1/6 17:00,10.4,4.8,1021.2,1.254871505,6.333637972,3.596831132,3.511210605
2017/1/6 18:00,10,3.1,1022,1.257628681,4.090474523,0.749508995,0.730063279
2017/1/6 19:00,9.4,2.1,1022.2,1.260545912,2.770966613,0,0
2017/1/6 20:00,8.9,2.6,1022.2,1.262780526,3.430720568,0,0
2017/1/6 21:00,8.2,1.3,1022.4,1.266170015,1.715360284,0,0
2017/1/6 22:00,7.6,1.9,1022.1,1.268503666,2.50706503,0,0
2017/1/6 23:00,7.1,1.2,1021.7,1.270269514,1.583409493,0,0
2017/1/7 0:00,6.6,1.2,1021.2,1.271917124,1.583409493,0,0
2017/1/7 1:00,5.5,0.9,1020.8,1.276437978,1.18755712,0,0
2017/1/7 2:00,5.3,1.1,1020.7,1.277229662,1.451458702,0,0
2017/1/7 3:00,5,0.5,1020.6,1.278481956,0.659753955,0,0
2017/1/7 4:00,4.8,1.2,1020.7,1.279527251,1.583409493,0,0
2017/1/7 5:00,5.1,1.3,1019.6,1.276770257,1.715360284,0,0
2017/1/7 6:00,4.6,1,1020.2,1.279821362,1.319507911,0,0
2017/1/7 7:00,5.1,1.3,1020.2,1.277521593,1.715360284,0,0
2017/1/7 8:00,4.4,0.9,1020.2,1.28074359,1.18755712,0,0
2017/1/7 9:00,6.7,1,1020.2,1.270217557,1.319507911,0,0
2017/1/7 10:00,8.1,0.6,1020.3,1.264018583,0.791704746,0,0
2017/1/7 11:00,8.8,0.4,1019.4,1.259768177,0.527803164,0,0
2017/1/7 12:00,9.5,0.4,1018.2,1.255169005,0.527803164,0,0
2017/1/7 13:00,10.2,0.7,1016.9,1.250469587,0.923655538,0,0
2017/1/7 14:00,10.7,0.6,1016.6,1.247898636,0.791704746,0,0
2017/1/7 15:00,10.5,1,1015.9,1.247918651,1.319507911,0,0
2017/1/7 16:00,10.8,1.4,1015.5,1.246109359,1.847311075,0,0
2017/1/7 17:00,10.4,0.3,1015.2,1.247498582,0.395852373,0,0
2017/1/7 18:00,10,1.2,1015.4,1.249507008,1.583409493,0,0
2017/1/7 19:00,9.8,0.9,1015.6,1.250636493,1.18755712,0,0
2017/1/7 20:00,9,0.3,1015.9,1.254552988,0.395852373,0,0
2017/1/7 21:00,9.2,1.7,1015.5,1.253170719,2.243163448,0,0
2017/1/7 22:00,9.2,0.5,1014.5,1.251936676,0.659753955,0,0
2017/1/7 23:00,9.2,0.3,1013.7,1.250949442,0.395852373,0,0
2017/1/8 0:00,9.1,0.7,1013.2,1.250775408,0.923655538,0,0
2017/1/8 1:00,9.6,1.5,1012.4,1.247577766,1.979261866,0,0
2017/1/8 2:00,9.3,1.7,1012,1.248409419,2.243163448,0,0
2017/1/8 3:00,9.3,0.9,1010.7,1.246805731,1.18755712,0,0
2017/1/8 4:00,9.4,0.6,1009.5,1.244884659,0.791704746,0,0
2017/1/8 5:00,9.6,1.7,1009.3,1.243757644,2.243163448,0,0
2017/1/8 6:00,9.6,3,1008.9,1.243264725,3.958523732,0.582019458,0.573469046
2017/1/8 7:00,9.6,1.9,1009.2,1.243634414,2.50706503,0,0
2017/1/8 8:00,9.9,0.8,1009,1.242070109,1.055606329,0,0
2017/1/8 9:00,9.9,0.8,1008.9,1.24194701,1.055606329,0,0
2017/1/8 10:00,10.3,0.6,1008.9,1.240194394,0.791704746,0,0
2017/1/8 11:00,11.2,2,1008.1,1.235288748,2.639015822,0,0
2017/1/8 12:00,11.9,1.8,1007.2,1.231155119,2.375114239,0,0
2017/1/8 13:00,13.2,0.7,1006.3,1.224470675,0.923655538,0,0
2017/1/8 14:00,13,2.9,1005.9,1.224839437,3.826572941,0.41452992,0.41458426
2017/1/8 15:00,13.1,2.7,1005.7,1.224168099,3.562671359,0.079550845,0.079604905
2017/1/8 16:00,12,2.6,1006.1,1.229379244,3.430720568,0,0
2017/1/8 17:00,12.6,5.3,1006.3,1.227041742,6.993391927,4.434278819,4.426900381
2017/1/8 18:00,12.8,6.4,1007,1.227036475,8.444850629,6.276663732,6.266246542
2017/1/8 19:00,12.6,5.4,1007.7,1.228748845,7.125342718,4.601768357,4.587728614
2017/1/8 20:00,11.4,2,1007.9,1.234175607,2.639015822,0,0
2017/1/8 21:00,11.7,2.1,1008,1.232998112,2.770966613,0,0
2017/1/8 22:00,11.3,4.7,1008.4,1.235221955,6.201687181,3.429341595,3.400962424
2017/1/8 23:00,11.4,0.8,1008.3,1.234665408,1.055606329,0,0
2017/1/9 0:00,11.3,2.7,1008.5,1.235344448,3.562671359,0.079550845,0.078884707
2017/1/9 1:00,11.5,2.5,1008.3,1.234231659,3.298769777,0,0
2017/1/9 2:00,11.3,2,1008.3,1.235099461,2.639015822,0,0
2017/1/9 3:00,10.9,1.7,1008.6,1.237206729,2.243163448,0,0
2017/1/9 4:00,10.3,1.6,1008.4,1.239579767,2.111212657,0,0
2017/1/9 5:00,10.1,1.6,1008.3,1.24033201,2.111212657,0,0
2017/1/9 6:00,12,3,1009,1.232922827,3.958523732,0.582019458,0.57827937
2017/1/9 7:00,11.5,3.4,1009.7,1.23594536,4.486326897,1.251977607,1.240890268
2017/1/9 8:00,11.4,3.7,1010.6,1.237481763,4.88217927,1.75444622,1.736750136
2017/1/9 9:00,11.5,5.4,1011.5,1.238148689,7.125342718,4.601768357,4.552899249
2017/1/9 10:00,11.4,4.4,1012.4,1.239685866,5.805834807,2.926872982,2.892199952
2017/1/9 11:00,11.9,6.1,1012.6,1.237755831,8.048998256,5.774195119,5.714688506
2017/1/9 12:00,11,5.8,1012.6,1.241676226,7.653145882,5.271726507,5.200925036
2017/1/9 13:00,11.2,5,1012.1,1.240190201,6.597539554,3.931810207,3.883652282
2017/1/9 14:00,11.2,5.6,1011.9,1.239945128,7.3892443,4.936747432,4.877244538
2017/1/9 15:00,10.9,3.5,1011.8,1.241132033,4.618277688,1.419467145,1.401017141
2017/1/9 16:00,10.6,2.9,1012.6,1.243426607,3.826572941,0.41452992,0.408386912
2017/1/9 17:00,10.7,3.1,1013,1.243479558,4.090474523,0.749508995,0.738370416
2017/1/9 18:00,10.8,2.8,1013.7,1.243900598,3.69462215,0.247040383,0.243286698
2017/1/9 19:00,10.8,3.6,1014.3,1.244636852,4.750228479,1.586956682,1.561918991
2017/1/9 20:00,10.4,1.3,1014.7,1.246884172,1.715360284,0,0
2017/1/9 21:00,10,1.8,1014.8,1.248768674,2.375114239,0,0
2017/1/9 22:00,9.7,2.1,1015.1,1.250462718,2.770966613,0,0
2017/1/9 23:00,8.8,1.6,1015,1.254330685,2.111212657,0,0
2017/1/10 0:00,8.3,1.4,1015.2,1.256806619,1.847311075,0,0
2017/1/10 1:00,7.4,1.7,1015.3,1.260962631,2.243163448,0,0
2017/1/10 2:00,6.5,1.4,1015.6,1.265394585,1.847311075,0,0
2017/1/10 3:00,6.5,1.6,1015.7,1.265519181,2.111212657,0,0
2017/1/10 4:00,6.3,1.5,1015.8,1.266549588,1.979261866,0,0
2017/1/10 5:00,6.4,1,1015.7,1.26597188,1.319507911,0,0
2017/1/10 6:00,6.6,0.9,1016.1,1.265565011,1.18755712,0,0
2017/1/10 7:00,6.8,1,1016.6,1.265283186,1.319507911,0,0
2017/1/10 8:00,8,2.5,1017.3,1.260750241,3.298769777,0,0
2017/1/10 9:00,9.2,3.1,1017.8,1.256009018,4.090474523,0.749508995,0.731004718
2017/1/10 10:00,9.9,2.5,1018.2,1.253395228,3.298769777,0,0
2017/1/10 11:00,10.4,3.8,1018.1,1.251062162,5.014130061,1.921935757,1.881897938
2017/1/10 12:00,10,3.5,1017.6,1.252214232,4.618277688,1.419467145,1.388618024
2017/1/10 13:00,10.3,4.1,1016.9,1.250028426,5.409982434,2.42440437,2.375862252
2017/1/10 14:00,10.4,3.8,1016.7,1.249341813,5.014130061,1.921935757,1.884489319
2017/1/10 15:00,10.5,4,1017,1.249269877,5.278031643,2.256914832,2.213069185
2017/1/10 16:00,9.7,4.2,1017.4,1.253296,5.541933225,2.591893907,2.533376024
2017/1/10 17:00,9.1,2.8,1017.5,1.256083673,3.69462215,0.247040383,0.240926998
2017/1/10 18:00,8.5,2.6,1018.2,1.25962549,3.430720568,0,0
2017/1/10 19:00,8.3,2.3,1018.8,1.26126338,3.034868195,0,0
2017/1/10 20:00,7.9,2.5,1019.1,1.263430379,3.298769777,0,0
2017/1/10 21:00,7.5,2,1019.4,1.265603555,2.639015822,0,0
2017/1/10 22:00,7.6,1.8,1019.5,1.265276869,2.375114239,0,0
2017/1/10 23:00,6.5,1.7,1019.3,1.270004629,2.243163448,0,0
2017/1/11 0:00,6.2,2.5,1019.3,1.271368514,3.298769777,0,0
2017/1/11 1:00,6,1.4,1019.5,1.272529038,1.847311075,0,0
2017/1/11 2:00,6,1.8,1019.5,1.272529038,2.375114239,0,0
2017/1/11 3:00,6.5,1.9,1019.4,1.270129224,2.50706503,0,0
2017/1/11 4:00,6.5,1.2,1019.3,1.270004629,1.583409493,0,0
2017/1/11 5:00,6.2,1.8,1019.4,1.271493244,2.375114239,0,0
2017/1/11 6:00,7.9,4.8,1019.7,1.26417423,6.333637972,3.596831132,3.485372533
2017/1/11 7:00,7.6,5.6,1020.2,1.266145622,7.3892443,4.936747432,4.77631917
2017/1/11 8:00,7.1,5.9,1021.7,1.270269514,7.785096674,5.439216044,5.245374765
2017/1/11 9:00,6.7,5.6,1022,1.272458678,7.3892443,4.936747432,4.752622391
2017/1/11 10:00,7,6.6,1022.6,1.2718423,8.708752211,6.611642807,6.368134195
2017/1/11 11:00,7.2,6,1022.3,1.270562121,7.917047465,5.606705582,5.405650164
2017/1/11 12:00,7.9,4.4,1021,1.265785906,5.805834807,2.926872982,2.832563853
2017/1/11 13:00,7.6,5.9,1020.1,1.266021514,7.785096674,5.439216044,5.26297506
2017/1/11 14:00,7.2,4.1,1019.8,1.267455004,5.409982434,2.42440437,2.343195887
2017/1/11 15:00,7.6,4.8,1019.6,1.265400976,6.333637972,3.596831132,3.481993629
2017/1/11 16:00,7,4,1020,1.268608591,5.278031643,2.256914832,2.179333081
2017/1/11 17:00,6.3,4.7,1019.9,1.27166167,6.201687181,3.429341595,3.303507177
2017/1/11 18:00,5.9,3.6,1020.5,1.274233696,4.750228479,1.586956682,1.525640031
2017/1/11 19:00,6,3.9,1019.8,1.272903494,5.146080852,2.089425295,2.010793432
2017/1/11 20:00,6,2.4,1020.2,1.27340277,3.166818986,0,0
2017/1/11 21:00,4.8,1.8,1020.1,1.278775104,2.375114239,0,0
2017/1/11 22:00,4.8,1.9,1020.8,1.279652608,2.50706503,0,0
2017/1/11 23:00,6.1,3.2,1020,1.272697213,4.222425314,0.916998533,0.882631934
2017/1/12 0:00,4.1,2.2,1019.9,1.281752403,2.902917404,0,0
2017/1/12 1:00,4.5,2,1019.3,1.27915287,2.639015822,0,0
2017/1/12 2:00,6.6,4.7,1019.6,1.269924304,6.201687181,3.429341595,3.30802666
2017/1/12 3:00,6.8,3,1019.5,1.268892591,3.958523732,0.582019458,0.561886672
2017/1/12 4:00,4.1,1.3,1018.7,1.280244311,1.715360284,0,0
2017/1/12 5:00,3.9,1.8,1019,1.281545803,2.375114239,0,0
2017/1/12 6:00,3.5,1.3,1018.6,1.282894965,1.715360284,0,0
2017/1/12 7:00,3.7,1.9,1018.8,1.282219897,2.50706503,0,0
2017/1/12 8:00,4.1,1.2,1018.7,1.280244311,1.583409493,0,0
2017/1/12 9:00,4.6,1.9,1018.6,1.277814193,2.50706503,0,0
2017/1/12 10:00,5.7,1.2,1018.4,1.272523599,1.583409493,0,0
2017/1/12 11:00,7.7,1.5,1018.1,1.263089464,1.979261866,0,0
2017/1/12 12:00,7.8,2,1016.6,1.260779597,2.639015822,0,0
2017/1/12 13:00,8.2,4.5,1015.4,1.257501011,5.937785598,3.09436252,3.014386512
2017/1/12 14:00,8.9,3.5,1014.7,1.253515359,4.618277688,1.419467145,1.387176663
2017/1/12 15:00,8.9,2.5,1014,1.25265061,3.298769777,0,0
2017/1/12 16:00,8.9,2.9,1013.7,1.252280003,3.826572941,0.41452992,0.405499689
2017/1/12 17:00,9,2.9,1013.3,1.251342201,3.826572941,0.41452992,0.405803586
2017/1/12 18:00,9.3,3,1013,1.249643025,3.958523732,0.582019458,0.570542004
2017/1/12 19:00,9.7,2.8,1012.9,1.247752622,3.69462215,0.247040383,0.24253563
2017/1/12 20:00,9.8,4,1012.7,1.247065357,5.278031643,2.256914832,2.216981374
2017/1/12 21:00,9.8,3.8,1012.6,1.246942215,5.014130061,1.921935757,1.888115804
2017/1/12 22:00,9.8,4,1012.6,1.246942215,5.278031643,2.256914832,2.217200314
2017/1/12 23:00,9.7,3.5,1012.4,1.247136692,4.618277688,1.419467145,1.394271586
2017/1/13 0:00,9.6,3.7,1012.2,1.247331306,4.88217927,1.75444622,1.7230359
2017/1/13 1:00,9.1,3.9,1012.3,1.249664376,5.146080852,2.089425295,2.048186726
2017/1/13 2:00,8.9,4.4,1012.9,1.251291719,5.805834807,2.926872982,2.865374516
2017/1/13 3:00,8.4,4.7,1012.9,1.253513867,6.201687181,3.429341595,3.351333849
2017/1/13 4:00,8,4.3,1012.6,1.254925483,5.673884016,2.759383445,2.693582021
2017/1/13 5:00,7.7,3.1,1012.5,1.256141914,4.090474523,0.749508995,0.730927381
2017/1/13 6:00,7.6,3.4,1012.8,1.25696166,4.486326897,1.251977607,1.22014268
2017/1/13 7:00,7.2,6.9,1013.7,1.25987364,9.104604584,7.114111419,6.91719091
2017/1/13 8:00,6.8,5.9,1014.2,1.262296092,7.785096674,5.439216044,5.27850771
2017/1/13 9:00,6.8,6.8,1014.9,1.263167328,8.972653793,6.946621882,6.736725704
2017/1/13 10:00,6.7,6.8,1015.6,1.264490248,8.972653793,6.946621882,6.729677687
2017/1/13 11:00,7.8,5.5,1015.5,1.259415386,7.257293509,4.769257894,4.638930878
2017/1/13 12:00,8.2,4.2,1014.3,1.256138739,5.541933225,2.591893907,2.527642798
2017/1/13 13:00,7.5,3.4,1013.5,1.258278598,4.486326897,1.251977607,1.218865656
2017/1/13 14:00,7.9,3.9,1012.8,1.255619947,5.146080852,2.089425295,2.038471906
2017/1/13 15:00,7.8,4,1012.4,1.255570789,5.278031643,2.256914832,2.201963197
2017/1/13 16:00,8,3,1011.5,1.253562242,3.958523732,0.582019458,0.568758225
2017/1/13 17:00,7.4,5.2,1011.4,1.256118985,6.861441136,4.266789282,4.161084208
2017/1/13 18:00,8.7,5,1011,1.249830791,6.597539554,3.931810207,3.853695668
2017/1/13 19:00,8.9,5.7,1011.1,1.249068079,7.521195091,5.104236969,5.005884303
2017/1/13 20:00,8.8,6.6,1011.1,1.249511089,8.708752211,6.611642807,6.481945226
2017/1/13 21:00,8.4,5.9,1011.6,1.251905053,7.785096674,5.439216044,5.322320283
2017/1/13 22:00,7.9,6.9,1012.2,1.254876096,9.104604584,7.114111419,6.94473862
2017/1/13 23:00,6.9,4.7,1013.1,1.260476757,6.201687181,3.429341595,3.332821039
2017/1/14 0:00,6.6,8.3,1013.4,1.262202128,10.95191566,9.458964944,9.180171543
2017/1/14 1:00,5.8,6.6,1014.2,1.266821262,8.708752211,6.611642807,6.393374254
2017/1/14 2:00,5.6,5.6,1014.8,1.26848018,7.3892443,4.936747432,4.767528653
2017/1/14 3:00,5.4,7.4,1015.6,1.270391656,9.76435854,7.951559106,7.66744638
2017/1/14 4:00,5,8,1015.9,1.272594375,10.55606329,8.956496331,8.621527975
2017/1/14 5:00,4.6,5.7,1016.1,1.27467799,7.521195091,5.104236969,4.905309682
2017/1/14 6:00,4.7,5,1016.3,1.274470032,6.597539554,3.931810207,3.779192436
2017/1/14 7:00,4.8,5.6,1016.8,1.274638296,7.3892443,4.936747432,4.744495458
2017/1/14 8:00,4.7,7.4,1017.1,1.275473255,9.76435854,7.951559106,7.636898592
2017/1/14 9:00,5.2,7,1017.4,1.273557656,9.236555375,7.281600957,7.003971222
2017/1/14 10:00,6.2,7.8,1018.2,1.269996489,10.2921617,8.621517256,8.316053416
2017/1/14 11:00,5.3,7.6,1018.4,1.274351609,10.02826012,8.286538181,7.965626754
2017/1/14 12:00,4.8,6.8,1017.7,1.275766516,8.972653793,6.946621882,6.670195289
2017/1/14 13:00,5.4,6,1017,1.272142885,7.917047465,5.606705582,5.398933105
